score,text
0,"a bia de su 1880 su comunu tzedet a su ministèriu de sa finàntzia 2400 ètaros de terrinu comunale, custu terrinu su ministèriu de sas finàntzias, lu tzedet a su ministèriu de gràtzia e giustìtzia, chi dae tando l’impreat pro bi pònnere sa colònia de mamone, fratzione de onanie.
"
0,"prima die de ghennàrgiu de su 1891 su comunu de lùvula serrat e l’aunint a su comunu de onanie, ma a pustis de avolotu intre sa gente de sas duas biddas, sos comunes sunt torra partzidos.
"
0,"petzi a pustis de sa sigunda gherra b’at una prosperidade noa, dae sos datos de su tempus ischimus chi in onanie in su 1961 b’at 1.
"
0,"459 residentes.
"
0,"in sos ùrtimos annos sas pratzadas de meda dominàrios las ant imbellidas cun sos murales.
"
0,"custas òperas, cumandadas dae s'amministratzione comunale las at pintadas in sos annos dae su 1994 a su 1990 su pintore bitzichesu diegu asprone:
"
0,"sunt òperas de arte a beru, in ue s'artista contat momentos de sa bida colada, e avenimentos de importu mannu pro s'istòria de sa bidda.
"
0,"in prus b'at finas pinturas ue b'at figuras religiosas, mescamente de sa passione de gesùs, chi si podent mirare in sos muros de sos gùturos chi nche leant a sa crèsia printzipale, e chi acumprint in sas formeddas de brunzu de s'iscultore sardu pinuccio sciola chi frunint su portale de sa crèsia.
"
0,"printzipiende in su 1992 asprone comintzat sos afriscos chi contant sa bida de sos santos in antis in sa crèsia de santu frantziscu, e a pustis in sa crèsia de santu gòsomo e domeanu.
"
0,"bellos sunt finas sos murales fatos in su 1993 dae sos istudiantes de s'acadèmia de brera, facultade de architetura de su politècnicu de milanu, diferentes siat pro sos temas, siat pro sa tècnica de pintura chi ant impitadu.
"
0,"s'economia de sa bidda su bonu est fundada subra de su pastoriu e de su massariu.
"
0,"in s'ùrtimu tzensimentu de s'istat in onanie b'aiat assentadas 31 aziendas pro unu tantu de bestiàmene berbeghinu de 10.
"
0,"b'at assentadu finas porcos e vulos.
"
0,"b'at finas unas cantas atividades chi produint pane e durches.
"
0,"sas festas printzipales de onanie sunt tres:
"
0,"sant’antoni, santu bachis, e santu frantziscu.
"
0,"sant’antoni de su fogu si festat sa segunda domìniga de ghennàrgiu, cando si faghet sa “ochina”.
"
0,"a pustis totu sa gente si riunit a in tundu a su fogu, ballende a ballu sardu.
"
0,"totu sa gente est cramada a leare parte a sa chena ue a su sòlitu si coghet sa petza de berbeghe a buddidu cun patatas.
"
0,"s'ùrtima domìniga de maju si festat a santu bachis, in su santuàriu cunsacradu a isse, a pagu tretu dae sa bidda.
"
0,"sa festa est sentida dae totu sa gente, e finas sos emigrados bi ghirant frecuente.
"
0,"tres dies de divagu pro totu sa comunidade chi bi leat parte pro totu su tempus, contivigiende sos pranzos e sas chenas, e ballende e cantende.
"
0,"sa festa de santu frantziscu a su sòlitu la contivigiant sos giòvanos de sa bidda, e rughet sa segunda domìniga de santugaine.
"
0,"su mangianu de sa festa, a su santu lu ponent in unu camieddu imbellidu cun tiàgias recamadas e frores, e nche lu leant dae sa cresiedda sua a sa crèsia de su coro de gesus.
"
0,"su borta de die a pustis de sa missa b’est sa professone chi moet dae sa parrochiale finas a sa cresiedda de santu frantziscu cun caddos e costùmenes.
"
0,"bibliografia
"
0,"ligàmenes esternos
"
0,"comunes de sa provìntzia de nùgoro
"
0,"osidde est una bidda de sa provìntzia de nùgoro e giughet 266 bividores.
"
0,"est famada pro sas costrutziones de pedras suas e sas bias desertas.
"
0,"su sartu de osidde est a forma pagu prus o mancu ovale, at un'istèrrida de 25,78 chilòmetros cuadrados e faghet a làcana a nord cun buddusò, a sud cun nule, a ovest cun patada, e a est cun bitzi.
"
0,"est s’ala nord otzidentale de su campu de bitzi, chi finit inoghe e comintzat sa badde de su tirsu.
"
0,"mancari siat assignadu a sa provìntzia de nùgoro, siat pro su naturale de su sartu, siat pro sas caraterìsticas de su limbàgiu, osidde tirat de prus a su logudoro.
"
0,"su sartu est rugradu dae su tirsu, e dae unu tràinu chi si l’aunit:
"
0,"b’at padentes de suèrgiu e de chercu.
"
0,"in su sartu de osidde s’agatat restos meda de su tempus nuràgicu e prenuràgicu.
"
0,"moende dae sos eretos prus a curtzu, in s’iscobalzu b’at una turre nuràgica arta unos 5 metros.
"
0,"sa ghenna est mesu interrada, e non benit bene a intrare a intro ca bi sunt sos contones de sa tholos a tapu.
"
0,"custu nuraghe est de sos prus mannos e de sos mègius mantesos de sa cussòrgia.
"
0,"pagu in antis de cue b’est su nuraghe usanis, torrende a bia de osidde, agatamus a piradolta.
"
0,"in prus de su nuraghe, b’at finas una tumba nuràgica.
"
0,"a curtzu agatamus finas un’àteru nuraghe, chi diat chèrrere bisitadu.
"
0,"est in su cungiadu de sas raighinas.
"
0,"tocat de signalare in cussos tretos sa contra de seris, in ue b’at un’insediamentu nuràgicu e postnuràgicu.
"
0,"torrende a su caminu printzipale, si lompet a su nuraghe usanis, fraigadu in una roca de granitu, a primu fiat formada dae duas turres anuidas dae una murallione.
"
0,"est un’istrutura de defensa, posta in cue ca permitiat una bisione ampra de su sartu.
"
0,"sighende a bia de pantana ezza, e lassende a manca su caminu chi si narat de ""sas escalas”, sende chi est una pigada mala, s’arribat a unu canteddu netu, ue b’at mesas e setzidòrgios ue si podet arrèghere.
"
0,"su nuraghe merula est a unos 100 metros dae su muru burdu, e anta de cue si podet bìdere unu putzu sacru.
"
0,"s’istàbile a bia de intro est derrutu, e si bi podet intrare petzi dae un’ala.
"
0,"custu pasadòrgiu est de importu, ca b’est s’umbra e sos setzidòrgios, e si bi podet finas rebotare.
"
0,"semper a nord de sa bidda b’est punta santu paula e su menhir.
"
0,"posta a pagu tretu dae sa bidda, in antis sa bidda fiat pròpiu in custu logu.
"
0,"a curtzeddu b’at unu menhir de sos prus mannos de sardigna, est artu unos 7 metros e si ladit a ghisa de bardianu in sa cussòrgia de s’impicadolzu.
"
0,"una paristòria antiga la mentovat comente sea de sa tzitade antiga de ogrylle, de genia greca, chi diat èssere istada in cuntierra cun sa terranoa antiga.
"
0,"sa veridade est chi sa bidda de como est de orìgine medievale, fiat parte de su giuigadu de torres e a sa curadoria de monteacuto.
"
0,"a pustis de sa fine de su giuigadu de torres, sa bidda de osidde fiat pretesa dae arborea, dòria e sos pisanos chi amministraiant su giuigadu de gaddura.
"
0,"a s'agabbu de su sèculu xiii osidde fiat ocupada dae sos sordados de su giùighe de arborea, in su 1339 su sartu de osidde est cuntzèdidu a giuanne de arborea dae pedru iv de aragona, pro chi s’apasiguarent cussas populatziones.
"
0,"a pustis devenneit parte de su giugadu, finas a su 1421 cando intreit in su fèudu cuntzèdidu a bernardu centelles: dae custos a sos bòrgia, tando a sos pimentel e in fines a sos tellez giron, finas a su 1838.
"
0,"in su 1927, a pustis de èssere istada parte de sa provìntzia de tàtari, osidde intrat in sa provìntzia de nùgoro e galu como nd’est parte.
"
0,"sa bidda at mantesu su tzentru istòricu, gasi comente l'ant connotu a s'antiga: a sas carreras dant sas domos a prus pranos, chene incrostadas.
"
0,"s'istàbile prus de importu est sa crèsia de santu ànghelu, fraigada in su tzentru de sa bidda: est antiga meda, e in su tempus l'ant acontzada prus bortas.
"
0,"a pagu tretu b'est su palatzu delogu, comintzadu a fraigare in su setighentos.
"
0,"in sa pratza printzipale si podet bisitare sa caserma ezza, ue b'est su presèpiu sardu, cun sos personàgios in costùmene: s'òpera est de s'artista isperàntzia pischedda, chi l'at donada pro signale de s'amore a sa bidda nadia sua.
"
0,"sas atividades printzipales in osidda sunt sa massaria e su pastoriu.
"
0,"si ghetat trigu e foràgiu, e b'at finas bìngias.
"
0,"su bestiàmene est su bonu berbeghinu e vùvulu.
"
0,"in sos ùrtimos annos est creschende un'atividade edile, mancari minore.
"
0,"pagu isvilupada est sa retza de su cummèrtziu.
"
0,"b'at duos agriturismos, chi frunint binti postos a corcare.
"
0,"de importu sa produtzione de piritas, nòdida in totu s'ìsula s'agatant finas in casteddu, e de pane carasadu fatu cun su furru a linna.
"
0,"pro su chi pertocat s'artesania, famadas sunt sas frassadas, tèssidas a s'antiga in sas demos.
"
0,"sa prus festa manna chi bi faghent in osidde est sa de sant’ànghelu, patronu de sa bidda chi si festat su 5 de austu.
"
0,"est una festa antiga meda e una paristòria narat chi pertochet a un’ànghelu amparadore de sos massajos gherradores chi istaiant in osidde in su tempus de sos bizantinos, e fiant parte de s’exercitus sardiniae.
"
0,"su 5 de maju de ogni annu, in osidda s'ammentat cando est istadu fatu màrtire, in betze su 14 s'ammentat sa die chi l’ant sepultadu.
"
0,"sa festa tzivile s’acumprit su 27 de austu.
"
0,"bibliografia
"
0,"ligàmenes esternos
"
0,"pasada (in italianu posada:) est una bidda sarda de 2 961 abitantes de sa provìntzia de nùgoro, e su cabu-de-logu istòricu de sa baronia omònima.
"
0,"massimo pittau ispricat chi cando si faeddat de su nùmene de pasada non tocat a pensare chi su nùmene siat de orìgine catalana (posada), ca su topònimu est atestadu in tempos prus antigos.
"
0,"duncas si podet pensare chi potzat derivare deretu dae su verbu latinu pausare “pasare, arreare”.
"
0,"pasada est una bidda posta in sa regione istòrica de sa baronia de susu, posta a 37 metros dae su livellu de su mare, e b'at 3018 residentes chi istant in sa bidda e in sas fratziones de sas murtas, montelongu e santu giuanne.
"
0,"su territòriu comunale est a làcana cun su mare e cun sos territòrios de budune, torpè e thiniscole.
"
0,"pasada naschet in una pala de unu cùcuru calcàreu, in ue in sa punta ant fraigadu “su turrione” chi li narant “casteddu de sa fae”.
"
0,"sa vista dae su turrione est ispantosa, ca si podet mirare totu sa prana de bassa in ue curret su riu pasada.
"
0,"in suta de su casteddu s’agatat su tzentru istòricu cun domos galu bene mantesas cun istruturas de su tempus de mesu.
"
0,"in sa parte nord de su territòriu s’agatat sa pineta de “orvile”, cun sos areniles biancos, mentres a sud s’agatat sa turre antiga de santu giuanne, fraigada pro amparare su logu e sa gente dae sas bardana de sos moros.
"
0,"de sutalineare chi una parte manna de su porto de sa calita est in comunale de pasada.
"
0,"tonara est una bidda de sa provìntzia de nùgoro in sa barbàgia de brebì e de su mandrolisai, s'agatat a 950 metros subra su mare e giughet 2.
"
0,"397 bividores.
"
0,"in tonara est nàschidu su poeta pepinu mereu e s'avocadu e rivolutzionàriu in casteddu in su 1732 vissente cabras.
"
0,"est connota pro sa produtzione de su turrone e de sos sonàgios.
"
0,"de su nùmene de sa bidda s’agatat su primu iscritu in su condaghe de santa maria de bonacatu (sec. xii-xiii) comente tonara, in rationes decimarum italiae tunare, 1341.
"
0,"est fintzas mentovada in is paghes istipuladas intre su re de aragona e elianora de arbaree in die 24 ghennàrgiu 1358 comente tonara.
"
0,"su nùmene tonara est antigu meda e fortzis benit dae su gorropu de carcare de su toni, o fortzis dae una paràula acàdica chi inditat sas funtanas (chi sunt medas in tonara).
"
0,"wagner su nùmene de sa bidda est collegadu a sa paràula tóneri chi indicat is montes bicudos, a forma de conu, de tipu dolomìticu, tìpicos de sa zona.
"
0,"pittau puru benit dae sa paràula nuràgica tòn(n)i, tòn(n)eri, tòn(n)iri “istrampu dolomìticu tuvucu e percossosu”.
"
0,"oe in die sa paràula toni si narat in tonaresu comente sinònimu de ispèrrumu e ispèntumu.
"
0,"de s'època nuràgica bi sunt petzi is restos de unu nuraghe in sa zona de brunneu su nuratze e de su tempus de is romanos si sunt agatados repertos in sas zonas de matalà, pedras lobadas, su murmù e tonai.
"
0,"semper in tonara s'agatant sas ruinas de una antiga bidda de su perìodu nuràgicu in idda intr'errios, tracullau, trocheri e gonnalè.
"
0,"in tempus medievale sa bidda fiat parte de su giuigadu de arborea.
"
0,"in su seschentos is abitantes de sa bidda de ispasulè comintzant a si nche tramudare a arasulè, chi oe in die est unu de is trighìngios de tonara, agiuende sa bidda a crèschere siat in populatzione siat in economia.
"
0,"a fine de s’otighentos sa bidda tenet prus de 2500 abitantes.
"
0,"sunt sos annos chi arriba! sa ferrovia, cun su fràigu de su ponte de su sammucu, chi favoresset su collegamentu de tonara cun àteras zonas de s’ìsula e ponet su fundamentu pro s'isvilupu de atividades noas ligadas a sa produtzione e a su cummèrtziu.
"
0,"unu monumentu de importu de tonara est sa crèsia de santu crabiele (su patronu) costrùida in su xvii e torrada a fraigare in su xix.
"
0,"àteras crèsias sunt sant'antoni, santa maria, santu giaccu, santu trebestianu e sant'anastasia.
"
0,"in sa bidda dae su 1977 b'est su sòtziu culturale ""collettivo peppino mereu"" chi at curadu sa collidura, sa bortadura e sa presentada de is poesias e sa biografia de su poeta tonaresu e chi est contivigende sa manifestatzione ""pro custa terra rosas e beranos"", cun unu cuncursu literàriu de poesia, una parte dedicada a is pipios, una gara de poesia e unu ispetàculu musicale in ue artistas diversos interpretant a mereu cun gèneres musicales diferentes.
"
0,"interessante est fintzas su coli coli, su carrasegare tonaresu, cun s'isfilada de carros in ue nche giughent unu pupiu de carrasegare, coli coli padedda, acumpangiadu dae is gotzos, cantzones de isghèngiu, e posca lu brùsiant in pratza.
"
0,"allàcanat cun sa baronia, sa costera, su monteacutu, su màrghine, su barigadu, su mandrolisai, sa barbàgia de brebì e s'ogiastra.
"
0,"sas biddas chi la cumponent sunt:
"
0,"lòcula est una bidda de sa provìntzia de nùgoro in sa baronia, s'agatat a 26 metros subra su mare e giughet 505 bividores.
"
0,"lòcula est una bidda de 505 ànimas a 26 metros de ar­tària, in su passiale de su riu tzedrinu e intundada dae montigheddos galanos.
"
0,"su nùmene lòcula paret chi siat nàschidu dae sa limba latina:
"
0,"locus, chi cheret nàrrere pa­dente sacra.
"
0,"su tempus prus antigu chi contat animidade in lòcula est a seguru su tempus neolìticu e de custu si faghent a testimòngios sas domus de gianas chi s’agatant a curtzu a sa bidda.
"
0,"dae tando su sar­tu de lòcula l'ant abitadu culturas medas, testimoniadas custas puru dae deghe nuraghes, tres tumbas de gigantes, e una pedra fita.
"
0,"comente atopare conca a nùgoro.
"
0,"colada sa tzitade sighire conca a thiniscole-terranoa, a s’iscassa­dòrgiu de lùvula-durgali-orosei intrare in sa sp 125 conca a orosei fìntzas a s’iscassadòrgiu pro irgoli.
"
0,"conca a nùgoro.
"
0,"colada sa tzitade sighire conca a thiniscole-terranoa e a s’iscassadòrgiu de lùvula-durgali-orosei intrare in sa sp 125 conca a orosei fintzas a s’iscassadòrgiu pro irgoli.
"
0,"dae terranoa sunt 80 km; conca a nùgoro;
"
0,"si nche colat thiniscole e si sighit fintzas a s’iscassadòrgiu de lùvula-durgali-orosei, intrare in sa sp 125 conca a orosei fintzas a s’iscassadòrgiu pro irgoli.
"
0,"lòcula est una bidda cun montigheddos medas e tenet un'economia de massaria e pastoriu.
"
0,"in sos ùrtimos tempos in sa bidda si produit casu bene numenadu, comporadu in àteras biddas e esportadu foras de sa sardigna.
"
0,"in su sartu si produit fintzas ògiu ghermanu, binu e mèndula.
"
0,"in custos ùrtimos annos est torrada meda s'arte de sos maistros de su logu e de su turismu.
"
0,"unu grabu nou pro dare prus balia a sas galanias naturales e pro nche torrare sas traditziones populares chi renessent a bogare a campu àtera economia.
"
0,"festa de sant'antoni, a su sero s'allughent sos fogos in medas pratzas de sa bidda; festa de santu pedru, su patronu de lòcula.
"
0,"a totu sos presentes si dat a mandigare e a bìere.
"
0,"festa de sa defessa.
"
0,"bibliografia
"
0,"ligàmenes esternos
"
0,"s'unione faghet sa fortza
"
0,"sa bulgaria (in búlgaru:
"
0,"българия, bǎlgarija, [bɐɫˈɡarijɐ]), ufitzialmente repùblica de bulgaria, est una natzione in sos balcanos in s'europa sud-orientale.
"
0,"sa capitale est sofia.
"
0,"est membru de sa nato, de su cussìgiu de europa e de s'unione europea dae su 2007, ma non at adotadu s'euro.
"
0,"sa bulgaria tenet istèrrida de 110.994 km² e populatzione de unos 7.500 bividores.
"
0,"est su de 16 istados prus mannos de su continente europeu.
"
0,"allàcanat cun chimbe natziones: in su norte cun sa romania, in s'ovest cun sèrbia e matzedònia de su norte, in su sud cun grètzia e turchia.
"
0,"is primas culturas organizadas in territòriu de sa bulgaria ant incomintzadu a s'isvilupare durante su neolìticu.
"
0,"in s'istòria antiga fiat bìvida dae is tratzes e a pustis dae is persianos, gregos e romanos.
"
0,"sa costitutzione de unu istadu bùlgaru unidu remontat a su primu impèriu bùlgaru, in su 681 p.
"
0,"c, tempus cando dominaiat subra sa prus parte de is balcanos, diventende tzentru culturale pro sos islavos durante totu s'edade mèdia.
"
0,"cun sa ruta de su segundu impèriu bùlgaru in su 1396, is territòrios fiant passados suta poderiu otomanu pro unos chimbe sèculos.
"
0,"sa gherra russu-turca (1877-1878) at portadu a sa costitutzione de unu istadu bùlgaru de tres.
"
0,"sos annos sighidos a s'indipendèntzia fiant caraterizados dae cunflitos cun is istados a làcana.
"
0,"in totu e duas sa gherras mundiales sa bulgaria est istada alleada de sa germània.
"
0,"in su 1946 fiant fata istadu sotzialista unipartìticu, parte de su blocu sovièticu.
"
0,"is primas eletziones multi-partìticas fiant fatas in su 1989, cuntzèdidas dae su partidu comunista a guvernu.
"
0,"sa bulgaria s'est duncas fata istadu democràticu cun economia de mercadu.
"
0,"atualmente, dae su 1991 at adotadu una costitutzione democràtica.
"
0,"sa bulgaria est una repùblica parlamentare unitària cun artu livellu de tzentralizatzione polìtica, amministrativa e econòmica.
"
0,"sas atividades cummertziales e culturales printzipales de sa bulgaria s'agatant in sa capitale, sofia.
"
0,"is setores econòmicos prus fortes sunt s'industria grae, ingegneria elètrica, sa laurera.
"
0,"a fatu de unu perìodu de incudida manna dèpidu a su passàgiu a una economia de mercadu, chi at portadu fintzas a unu collassu econòmicu in su 1997, sa situatzione est torrada a si pesare cun crèschida economica.
"
0,"cheret naradu però ca prus de su 20% de is traballadores balàngiat prus pagu de 1€ a s'ora, cun rèdditos pro capite paris a su 47% de sa mèdia europea.
"
0,"membru de s'unione europea, sa bulgaria at abandonadu is pranos de adotare s'euro.
"
0,"sa majoria de is bùlgaros, su 72,5%, bivent in àreas urbanas.
"
0,"su de ses unu de is bùlgaros bivet in sofia.
"
0,"etnicamente is bùlgaros rapresentant s'84,8 de sa popultzione totale, is turcos s'8,8% e is rom su 4,9%.
"
0,"àteras minorias formant su 0,7% de sa populatzione e su 0,8% non s'identìficant in grupu ètnicu perunu.
"
0,"sa bulgaria est un'istadu in crise demogràfica.
"
0,"tenet crèschida de populatzione negativa dae su 1990, causada de su collassu econòmicu chi at ativadu unu protzessu de emigratzione a manu de àteros istados.
"
0,"àteros progetos
"
0,"natziones de s'europacategoria:
"
0,"calincuna àtera limba tenet una importàntzia demogràfica chentza chi siat ufitziale, intra de cussas:
"
0,"su tedescu est allegadu prus che àteru in sa regione sud de su brasile, sud de su cile e in calincuna regione de argentina, perù, paraguay, mèssicu e venezuela, intra de àteras.
"
0,"su basciu tedescu est allegadu in su paraguay, mèssicu, istados unidos de amèrica, canada, belize e bolìvia.
"
0,"s'italianu est allegadu in istados unidos de amèrica, canada, argentina, brasile, perù, cile, uruguay, venezuela e mèssicu.
"
0,"su propriu est allegadu in is fronteras de is paisus ca stremenant cun su brasile.
"
0,"s'amesturu de is limbas ispagnolas e portughesas donant logu a sa bariedade mutida portuñol.
"
0,"portu turre (posthudòrra in tàtaresu, porto torres in italianu) est una bidda de 22.265 abitantes in sa provincia de tathari.
"
0,"sa bidda marina de portu turre est posta in s'ala nord occidentale de sa costa sarda, in s'internu de su golfu de s'asinara, in unu logu istratègicu, s'ùnicu molu sardu collegadu, a banda s'itàlia, cun francia e ispagna.
"
0,"at unu territòriu de 10200 ètaros, inue sas ìsulas de s'asinara e piana rapresentant sa metade de custa mannària.
"
0,"s'asinara, est finas parcu natzionale, connotta meda ca incue s'agataiat sa presone de seguresa màssima inue sunt colados famados delincuentes, mafiosos e brigatistas.
"
0,"unu territòriu duncas pranu o cun pagu montigros, a banda carchi artura che monte alvaro (342m) connòschidu ca s'agatat una cava de calcare.
"
0,"pagos frùmenes inue su prus de importu est su riu mannu chi acabbat a palas de su ponte romanu, ma finas riu santu chi rapresentat làcana cun su territòriu de sa comuna de tàtari a occidente.
"
0,"s'agatat finas una paùle, mutida “de gennanu”, collocada intro a sa zona industriale, su prus manna custa de totu sa sardigna cun 23km².
"
0,"arribande dae platamona, unu litorale longu meda cun plajas mannas a rena fina, chirru a sa bidda sa rena lassat su logu a roccas mannas, piessignu de custa ala de sa costa, fatas de tufu biancu cun falèsias mannas cun artàrias finas a 30m.
"
0,"sa rocca, a bias, lassat su logu a carchi plaja inue sa prus famada est sena duda cussa de balai, cun sas cresieddas suas e su mare trasparente ispantosu.
"
0,"àteras plajas cussa de s'iscoglilongu e sa renaredda e àteras prus minoreddas.
"
0,"a settentrione duncas su territòriu est in s'oru de su mare e a ovest, sud e est a làcana cun sa nurra de tàtari.
"
0,"perìodu preistòricu-nuràgicu sunt istados agatados in su territòriu de portu turre (curtzu de rio santu) meda rusugios de pecusos comente cocodrillos, tirafarras nanas ecc etcc. datados in su miocene.
"
0,"meda mannadu est puru s'agatu de carche ossos de muninca antropomorfas (oreopithecus) de chirca 8 milliones de annos addesegus.
"
0,"sa presèntzia de s'òmine in sas tancas de portu turre si podet faghere incumintzare, chena duda, dae su perìodu prenuràgicu, cosa fàcile est a lu nàrrere la ite sunt istat agatados meda necròpolis in su territòriu matessi, comente su crocifissu mannu, li lioni e galu s'ispantosu situ de monti d'accoddi, un'acatamentu ùnicu in su mediterràneu occidentale, si pensat chi fiat unu logu sacru inue si faghiant rituales pro sa fertilidade.
"
0,"meda acatamentos de custu tempus sunt istados agatados a intro sa necròpoli de su crucifissu mannu, sos prus de importu sunt duas cherbedderas istampada duas bortas.
"
0,"si creet chi custos tribagliu de istampare sa cherbeddera fiat fattu pro sanare su malàidu, galu podet èssere puru chi s'istampadura fiat fatta finas pro rituales màgicos.
"
0,"totus sos nuraghes de su territòriu ant acabbare a custu tempus, sete de custos sunt cunservados finas oe, prus o mancu, comente nuraghe margone, biunis, nieddu e galu.
"
0,"una àtera cosa de importu est sa domus de janas a prospetu architetònicu de s'andreolu, custas sepurturas imbetze de su perìodu prenuràgicu sunt mertzu collocadas in su perìodu nuràgicu, e totu pro su diferente prospetu, sìmbolos a intro, comunes a totu sa nurra, e a sas tumbas de sos gigantes.
"
0,"perìodu fenìtziu-punicu
"
0,"de sa frecuentatziones de custu tempus no b'at meda novas.
"
0,"su chi est tzertu est chi custu locu est istadu reparu de sos navigantes fenìtzios, e luego de cuddos pùnicos.
"
0,"su chi s'agatat pro cantu regrada s'archeologia est pagu e si podet proare a faghere unu collegamentu chin s'ìsula de asinara e melqart (s'ercules pro custas zente).
"
0,"caliche cosa fiat agatada, aneddos e cosas gasi, e totu figurante su deus bes.
"
0,"galu un'istele in tufu e una cupa greca de su vi sec a.
"
0,"et àtera cosas comente resòrgias e isteddos.
"
0,"perìodu romanu
"
0,"in custu perìodu est incumintzada sa crèschida turritana.
"
0,"de custu tempus est sa fundatzione de sa bidda.
"
0,"sa fundatziones diat essere gràtzie a giulio cesare ottaviano (cando fiat in sardigna) o de marco lurio in su 46 a.
"
0,"issos fundaiant una colònia romana chi est preguntada pro sa prima borta in sa naturalis historia de plinio su betzu.
"
0,"custu nùmene est turris lybissonis.
"
0,"de meda importu pro sa tzitade fiat su flumine mertzu connòschidu comente riu mannu oe.
"
0,"isse fiat navigàbile pro meda chilòmetros a cussu tempus.
"
0,"de poi pagu ant fraigadu su portu chi est collocadu in su matessi locu in ube est oe.
"
0,"s'atividade marinara de sa colònia est bene documentada da su cultu de iside (chi a su tempus fiat sa chi proteghiat su marinajos).
"
0,"issa beniat festizadora sas prima dies de martzu (navigium ididis).
"
0,"chin custa tzelebratzione issos apirant su tempus propitziatòriu pro sa pisca e sa navigatzione.
"
0,"custu tempos colaiat su mese e sant'andria.
"
0,"sa fede in iside at testimoniatzas in beda istàtuas e monumentos comente s'ara de bubastis.
"
0,"de poi sa frabigatzione de su ponte romanu (su prus mannu e antigu de s'ìsula), in su i sec, sa tzitade fiat mertzu collegada chin sa prana de sa nurra.
"
0,"turris lybissonis fiat, si no cussa de prus importu, se segunda tzitade collegada chin ostia (portu de roma).
"
0,"s'ùnica bidda chin sa matessi importàntzia de turris fiat kalaris.
"
0,"dae sa minieras de sa nurra nde pigaiant prata e ferru.
"
0,"abbaidende sas termas, sas domos chin mosàicos, sos muros e galu si podet narrere chi sa tzitade fiat de beru de meda importàntzia puru pro roma.
"
0,"sèlighe o ìlixi (quercus ilex), de sa familia fagacee, est unu àrbore cun fògias semper birdes de colore iscuru.
"
0,"creschet in is buscos de sa regione mediterrànea, e creschet a bellu.
"
0,"produssit landes unu pagu longas.
"
0,"benit prantada pro fàghere carreras mannas, o in is pratzas de sas biddas e de sas tzitades.
"
0,"quercus ilex2.
"
0,"quercus ilex leaves 02 by line1.
"
0,"quercus ilex mhnt.
"
0,"pàulu fresu (belchidda, 10 de freàrgiu de su 1961) est unu sonadore de trumba e de flicornu sardu.
"
0,"ne is sièntzias biologicas sa classificatzione est una manera cun su cale is biòlogos amuntonant, assestant e classìficant diferèntes ispètzias de organismos biventes o fòssiles.
"
0,"sa classificatzione biològica est una forma de tassonomia sientìfica.
"
0,"su primu a chircare de atrumare is ispètzias segundu caraterìsticas morfològicas similares est istadu carolus linnaeus chi aiat creadu unu sistema de classificatzione pubricadu in su 1753 cun su nòmene systema naturae.
"
0,"custa est istada riesaminada e rimanegiada de sighidu fintzas a sa nàscita de sa teoria evolutzionista de charles darwin.
"
0,"sa classificatzione sientìfica est s'arresultadu de is sièntzas evolutzionistas e derivat meda dae sa tassonomia e sa sistematica a prus chi totus is istùdios e is chircas fatas a pitzu de is biventes, siat dae sa biologia siat dae is àteras sièntzias.
"
0,"classificatziones imperadas de sòlitu pro s'amostamentu de tres ispètzias: su muschitu de sa fruta (imperadu meda in is traballadorios de genètica), s'òmine e sa magnolia virginiana.
"
0,"muschitu de sa fruta (drosophila melanogaster) melanogaster
"
0,"òmine (homo sapiens sapiens)
"
0,"magnolia virginiana
"
0,"cunsiderende cust'ùrtimu esèmpiu bidemus chi medas de is taxon tenent su nòmene de sa gènia magnolia (magnoliophyta, magnoliales etc.
"
0,"sa magnolia virginiana est istada sa prima ispètzia de-i custa gènia nomenada e rapresentada, a prus chi sa ispètzia tìpica de custa gènia.
"
0,"sufissos de is trumas
"
0,"is taxon subra sa gènia tenent de sòlitu unu nòmene chi benit dae sa gènia etotu.
"
0,"is sufissos imperadus pro formare custos nòmenes benent dae su rennu, e, in unos casos fintzas dae su phylum e dae sa classe, a sa manera de sighidu:
"
0,"subrafamìlia
"
0,"sutafamìlia
"
0,"boghes ligadas
"
0,"cullegamentos de foras
"
0,"sa grètzia (in gregu: ελλάδα, trasliteradu: elláda), ufitzialmente repùblica ellènica (in gregu: ελληνική δημοκρατία, trasliteradu: ellīnikī dīmokratía) est un'istadu de s'europa meridionale, postu subra de su tretu meridionale de sa penìsula balcànica.
"
0,"est una repùblica parlamentare unitària e sa capitale est sa tzitade de atene.
"
0,"sa limba ufitziale est su gregu modernu.
"
0,"s'istadu tenet istèrrida de 131.940 km² e contat polulatzione de unos 10.
"
0,"su tretu peninsulare allàcanat a norte cun albania, matzedònia de su norte, bulgaria e turchia e s'incarat in is àteros cantones a su mare egeu, de su mare jòniu e de su mare de creta.
"
0,"amministrat in totale prus de 6.000 ìsulas, 227 de sas cales populadas, patra, printzipale tzentru de su peloponnesu, e iráklio, cabulogu e tzentru abitadu majore de s'ìsula de creta.
"
0,"àteros progetos
"
0,"penìsula ibèrica, frantza, istados italianos; sos donnos fondiàrios atribuiant su podere a su iudex sive rex pro mèdiu de sa corona de logu a pustis de unu giuramentu, naradu bannus consensus, espressadu durante s'assemblea bàndida de intronizatzione.
"
